s;w
5003;147
5004;123
5005;163
5006;124
5007;160
5008;166
5009;193
5010;142
5011;190
5012;155
5013;131
5014;162
5015;203
5016;153
5017;143
5018;103
5019;175
5020;166
5021;152
5022;156
5023;165
5024;152
5025;140
5026;159
5027;125
5028;121
5029;206
5030;142
5031;101
5032;183
5033;144
5034;146
5035;131
5036;131
5037;136
5038;142
5039;142
5040;132
5041;132
5042;166
5043;145
5044;176
5045;179
5046;170
5047;133
5048;170
5049;115
5050;138
5051;167
5052;143
5053;207
5054;163
5055;216
5056;152
5057;116
5058;138
5059;139
5060;133
5061;140
5062;183
5063;139
5064;118
5065;102
5066;136
5067;184
5068;175
5069;131
5070;120
5071;167
5072;167
5073;141
5074;122
5075;186
5076;165
5077;125
5078;125
5079;150
5080;150
5081;115
5082;104
5083;152
5084;167
5085;167
5086;164
5087;134
5088;138
5089;218
5090;171
5091;174
5092;145
5093;144
5094;198
5095;131
5096;176
5097;110
5098;175
5099;150
5100;135
5101;175
5102;147
5103;169
5104;162
5105;127
5106;164
5107;135
5108;147
5109;126
5110;138
5111;32
5112;63
5113;36
5114;0
5115;0
5116;0
5117;0
5118;0
5119;0
5120;0
5121;0
5122;0
5123;6
5124;55
5125;55
5126;91
5127;91
5128;104
5129;104
5130;140
5131;224
5132;224
5133;175
5134;175
5135;193
5136;216
5137;229
5138;161
5139;114
5140;122
5141;123
5142;130
5143;115
5144;133
5145;128
5146;127
5147;187
5148;154
5149;162
5150;155
5151;155
5152;179
5153;177
5154;173
5155;149
5156;144
5157;149
5158;166
5159;176
5160;156
5161;148
5162;178
5163;174
5164;156
5165;126
5166;124
5167;107
5168;145
5169;115
5170;139
5171;130
5172;116
5173;101
5174;133
5175;110
5176;110
5177;145
5178;128
5179;137
5180;115
5181;115
5182;113
5183;144
5184;138
5185;142
5186;188
5187;157
5188;139
5189;128
5190;172
5191;162
5192;134
5193;132
5194;149
5195;148
5196;166
5197;142
5198;192
5199;192
5200;105
5201;213
5202;137
5203;96
5204;159
5205;101
5206;119
5207;108
5208;125
5209;127
5210;181
5211;181
5212;128
5213;196
5214;140
5215;194
5216;167
5217;116
5218;138
5219;159
5220;196
5221;134
5222;141
5223;179
5224;156
5225;154
5226;125
5227;110
5228;122
5229;114
5230;149
5231;162
5232;162
5233;138
5234;135
5235;164
5236;144
5237;149
5238;165
5239;140
5240;200
5241;149
5242;211
5243;157
5244;120
5245;124
5246;131
5247;154
5248;195
5249;215
5250;178
5251;136
5252;122
5253;127
5254;173
5255;145
5256;156
5257;148
5258;148
5259;148
5260;148
5261;142
5262;147
5263;134
5264;144
5265;197
5266;130
5267;142
5268;128
5269;165
5270;134
5271;130
5272;169
5273;131
5274;124
5275;158
5276;157
5277;198
5278;132
5279;141
5280;167
5281;199
5282;142
5283;131
5284;164
5285;164
5286;152
5287;137
5288;136
5289;186
5290;157
5291;170
5292;139
5293;151
5294;149
5295;205
5296;157
5297;133
5298;155
5299;155
5300;177
5301;132
5302;170
5303;134
5304;126
5305;142
5306;133
5307;137
5308;137
5309;140
5310;169
5311;154
5312;172
5313;172
5314;170
5315;134
5316;127
5317;185
5318;137
5319;137
5320;190
5321;181
5322;174
5323;155
5324;155
5325;164
5326;157
5327;157
5328;129
5329;138
5330;153
5331;146
5332;168
5333;136
5334;147
5335;185
5336;130
5337;130
5338;153
5339;148
5340;180
5341;180
5342;148
5343;126
5344;184
5345;147
5346;93
5347;115
5348;95
5349;188
5350;151
5351;128
5352;160
5353;157
5354;157
5355;131
5356;118
5357;153
5358;110
5359;80
5360;168
5361;111
5362;115
5363;109
5364;170
5365;104
5366;105
5367;101
5368;114
5369;114
5370;131
5371;120
5372;174
5373;139
5374;89
5375;96
5376;168
5377;101
5378;132
5379;132
5380;123
5381;124
5382;121
5383;102
5384;191
5385;103
5386;120
5387;118
5388;169
5389;143
5390;117
5391;127
5392;185
5393;149
5394;112
5395;104
5396;117
5397;117
5398;154
5399;147
5400;137
5401;130
5402;130
5403;140
5404;116
5405;157
5406;137
5407;128
5408;128
5409;181
5410;154
5411;111
5412;165
5413;165
5414;120
5415;132
5416;172
5417;131
5418;143
5419;137
5420;162
5421;219
5422;186
5423;144
5424;134
5425;145
5426;139
5427;155
5428;145
5429;167
5430;153
5431;161
5432;132
5433;145
5434;145
5435;177
5436;202
5437;156
5438;156
5439;165
5440;210
5441;144
5442;141
5443;136
5444;135
5445;134
5446;160
5447;164
5448;138
5449;138
5450;177
5451;144
5452;132
5453;145
5454;155
5455;155
5456;164
5457;191
5458;137
5459;134
5460;112
5461;136
5462;212
5463;138
5464;124
5465;132
5466;159
5467;159
5468;128
5469;134
5470;125
5471;137
5472;145
5473;174
5474;144
5475;132
5476;138
5477;134
5478;148
5479;169
5480;150
5481;150
5482;153
5483;198
5484;136
5485;164
5486;175
5487;139
5488;134
5489;155
5490;190
5491;190
5492;118
5493;154
5494;108
5495;158
5496;115
5497;169
5498;169
5499;105
5500;181
5501;113
5502;113
5503;165
5504;130
5505;128
5506;140
5507;179
5508;136
5509;131
5510;217
5511;219
5512;184
5513;125
5514;160
5515;160
5516;89
5517;93
5518;112
5519;104
5520;100
5521;80
5522;46
5523;0
5524;0
5525;0
5526;0
5527;0
5528;0
5529;0
5530;0
5531;0
5532;0
5533;24
5534;79
5535;79
5536;185
5537;185
5538;217
5539;233
5540;233
5541;207
5542;219
5543;219
5544;146
5545;99
5546;197
5547;106
5548;124
5549;132
5550;124
5551;128
5552;156
5553;134
5554;134
5555;201
5556;196
5557;138
5558;126
5559;126
5560;157
5561;156
5562;109
5563;177
5564;134
5565;126
5566;143
5567;182
5568;124
5569;125
5570;159
5571;137
5572;123
5573;111
5574;129
5575;192
5576;120
5577;148
5578;167
5579;111
5580;192
5581;129
5582;100
5583;147
5584;148
5585;152
5586;206
5587;123
5588;142
5589;167
5590;125
5591;147
5592;101
5593;143
5594;122
5595;117
5596;168
5597;180
5598;159
5599;174
5600;144
5601;113
5602;133
5603;185
5604;176
5605;171
5606;157
5607;211
5608;153
5609;112
5610;127
5611;207
5612;136
5613;175
5614;133
5615;133
5616;142
5617;158
5618;181
5619;149
5620;173
5621;186
5622;141
5623;141
5624;191
5625;142
5626;127
5627;176
5628;176
5629;122
5630;119
5631;165
5632;134
5633;130
5634;129
5635;218
5636;130
5637;210
5638;128
5639;129
5640;176
5641;130
5642;230
5643;141
5644;110
5645;133
5646;199
5647;124
5648;128
5649;153
5650;151
5651;157
5652;116
5653;162
5654;143
5655;142
5656;146
5657;160
5658;160
5659;108
5660;136
5661;181
5662;165
5663;180
5664;164
5665;187
5666;138
5667;144
5668;149
5669;180
5670;165
5671;179
5672;179
5673;151
5674;141
5675;166
5676;170
5677;170
5678;157
5679;102
5680;205
5681;136
5682;121
5683;215
5684;146
5685;117
5686;156
5687;156
5688;177
5689;166
5690;155
5691;161
5692;179
5693;146
5694;176
5695;176
5696;166
5697;172
5698;181
5699;150
5700;173
5701;184
5702;146
5703;146
5704;150
5705;183
5706;156
5707;147
5708;160
5709;178
5710;141
5711;120
5712;170
5713;142
5714;138
5715;162
5716;147
5717;127
5718;163
5719;164
5720;164
5721;131
5722;128
5723;188
5724;108
5725;165
5726;155
5727;188
5728;137
5729;129
5730;183
5731;151
5732;174
5733;131
5734;92
5735;107
5736;195
5737;151
5738;163
5739;164
5740;135
5741;136
5742;222
5743;169
5744;141
5745;203
5746;133
5747;180
5748;180
5749;187
5750;151
5751;149
5752;184
5753;211
5754;147
5755;168
5756;173
5757;178
5758;178
5759;135
5760;196
5761;159
5762;176
5763;154
5764;202
5765;147
5766;192
5767;148
5768;111
5769;161
5770;111
5771;179
5772;125
5773;121
5774;198
5775;117
5776;135
5777;149
5778;114
5779;178
5780;123
5781;90
5782;172
5783;150
5784;131
5785;161
5786;124
5787;145
5788;181
5789;126
5790;118
5791;135
5792;218
5793;134
5794;163
5795;177
5796;130
5797;174
5798;98
5799;103
5800;157
5801;153
5802;158
5803;181
5804;181
5805;233
5806;157
5807;167
5808;149
5809;136
5810;118
5811;180
5812;181
5813;143
5814;144
5815;190
5816;165
5817;165
5818;132
5819;173
5820;148
5821;121
5822;163
5823;157
5824;149
5825;158
5826;143
5827;143
5828;145
5829;150
5830;155
5831;199
5832;199
5833;125
5834;128
5835;203
5836;203
5837;143
5838;151
5839;147
5840;199
5841;127
5842;127
5843;148
5844;120
5845;179
5846;212
5847;136
5848;131
5849;131
5850;128
5851;156
5852;185
5853;153
5854;153
5855;169
5856;146
5857;191
5858;151
5859;131
5860;120
5861;153
5862;145
5863;145
5864;151
5865;213
5866;165
5867;176
5868;176
5869;161
5870;129
5871;129
5872;206
5873;153
5874;127
5875;188
5876;146
5877;213
5878;148
5879;157
5880;208
5881;136
5882;127
5883;158
5884;136
5885;162
5886;169
5887;169
5888;174
5889;218
5890;123
5891;129
5892;101
5893;101
5894;0
5895;0
5896;0
5897;0
5898;0
5899;1
5900;25
5901;25
5902;44
5903;44
5904;64
5905;64
5906;64
5907;92
5908;139
5909;185
5910;166
5911;166
5912;136
5913;193
5914;176
5915;141
5916;140
5917;128
5918;149
5919;149
5920;179
5921;179
5922;139
5923;170
5924;155
5925;222
5926;179
5927;147
5928;177
5929;177
5930;129
5931;198
5932;186
5933;171
5934;209
5935;160
5936;163
5937;207
5938;160
5939;148
5940;204
5941;135
5942;184
5943;214
5944;162
5945;173
5946;121
5947;156
5948;186
5949;155
5950;139
5951;153
5952;176
5953;124
5954;149
5955;166
5956;118
5957;137
5958;110
5959;159
5960;105
5961;137
5962;150
5963;129
5964;129
5965;72
5966;68
5967;62
5968;67
5969;93
5970;128
5971;126
5972;96
5973;88
5974;48
5975;119
5976;182
5977;98
5978;39
5979;22
5980;99
5981;215
5982;172
5983;189
5984;174
5985;174
5986;146
5987;176
5988;109
5989;98
5990;82
5991;107
5992;73
5993;61
5994;67
5995;160
5996;102
5997;179
5998;204
5999;127
6000;182
6001;149
6002;131
6003;156
6004;110
6005;207
6006;117
6007;129
6008;129
6009;170
6010;141
6011;119
6012;168
6013;98
6014;142
6015;162
6016;162
6017;175
6018;175
6019;167
6020;131
6021;131
6022;232
6023;137
6024;141
6025;188
6026;166
6027;215
6028;206
6029;168
6030;194
6031;153
6032;214
6033;181
6034;147
6035;124
6036;133
6037;125
6038;152
6039;164
6040;122
6041;112
6042;180
6043;139
6044;190
6045;94
6046;162
6047;148
6048;121
6049;121
6050;165
6051;124
6052;165
6053;137
6054;156
6055;156
6056;163
6057;196
6058;150
6059;181
6060;154
6061;154
6062;169
6063;188
6064;151
6065;138
6066;168
6067;169
6068;143
6069;160
6070;193
6071;167
6072;126
6073;222
6074;146
6075;123
6076;161
6077;161
6078;159
6079;165
6080;151
6081;189
6082;171
6083;129
6084;167
6085;144
6086;128
6087;219
6088;150
6089;185
6090;182
6091;131
6092;184
6093;177
6094;113
6095;176
6096;200
6097;127
6098;188
6099;188
6100;150
6101;126
6102;139
6103;190
6104;113
6105;141
6106;201
6107;142
6108;136
6109;142
6110;133
6111;137
6112;146
6113;140
6114;156
6115;219
6116;158
6117;216
6118;141
6119;221
6120;161
6121;132
6122;214
6123;131
6124;215
6125;151
6126;225
6127;142
6128;112
6129;159
6130;150
6131;178
6132;152
6133;153
6134;171
6135;153
6136;161
6137;163
6138;182
6139;178
6140;138
6141;161
6142;126
6143;180
6144;180
6145;123
6146;177
6147;118
6148;180
6149;150
6150;148
6151;189
6152;129
6153;148
6154;148
6155;128
6156;189
6157;160
6158;130
6159;163
6160;164
6161;156
6162;182
6163;155
6164;149
6165;231
6166;135
6167;120
6168;158
6169;162
6170;177
6171;177
6172;157
6173;127
6174;152
6175;170
6176;132
6177;206
6178;156
6179;202
6180;151
6181;176
6182;148
6183;143
6184;157
6185;146
6186;221
6187;177
6188;160
6189;207
6190;150
6191;173
6192;174
6193;142
6194;173
6195;190
6196;140
6197;187
6198;171
6199;151
6200;160
6201;184
6202;167
6203;200
6204;150
6205;144
6206;175
6207;198
6208;157
6209;191
6210;145
6211;197
6212;144
6213;191
6214;165
6215;128
6216;130
6217;137
6218;182
6219;148
6220;175
6221;166
6222;153
6223;158
6224;165
6225;175
6226;175
6227;232
6228;156
6229;113
6230;157
6231;205
6232;142
6233;195
6234;143
6235;150
6236;230
6237;128
6238;93
6239;134
6240;183
6241;141
6242;145
6243;125
6244;133
6245;164
6246;134
6247;136
6248;185
6249;173
6250;164
6251;164
6252;173
6253;155
6254;164
6255;146
6256;145
6257;164
6258;141
6259;161
6260;119
6261;109
6262;180
6263;149
6264;143
6265;162
6266;132
6267;180
6268;154
6269;145
6270;159
6271;157
6272;178
6273;154
6274;188
6275;178
6276;178
6277;159
6278;136
6279;156
6280;196
6281;196
6282;147
6283;151
6284;170
6285;159
6286;184
6287;156
6288;203
6289;164
6290;153
6291;164
6292;192
6293;147
6294;166
6295;176
6296;150
6297;150
6298;185
6299;152
6300;137
6301;220
6302;137
6303;126
6304;184
6305;137
6306;234
6307;175
6308;105
6309;167
6310;187
6311;159
6312;159
6313;240
6314;142
6315;215
6316;185
6317;119
6318;160
6319;180
6320;166
6321;149
6322;149
6323;170
6324;167
6325;176
6326;169
6327;185
6328;160
6329;248
6330;172
6331;188
6332;227
6333;196
6334;237
6335;221
6336;213
6337;213
6338;194
6339;235
6340;235
6341;221
6342;150
6343;229
6344;173
6345;137
6346;123
6347;125
6348;191
6349;120
6350;188
6351;135
6352;192
6353;192
6354;188
6355;133
6356;116
6357;170
6358;131
6359;137
6360;174
6361;174
6362;131
6363;166
6364;105
6365;106
6366;157
6367;131
6368;144
6369;137
6370;147
6371;141
6372;130
6373;169
6374;144
6375;148
6376;156
6377;191
6378;151
6379;136
6380;170
6381;167
6382;118
6383;179
6384;141
6385;199
6386;134
6387;129
6388;139
6389;180
6390;135
6391;135
6392;138
6393;183
6394;144
6395;140
6396;151
6397;133
6398;129
6399;129
6400;187
6401;127
6402;138
6403;150
6404;118
6405;118
6406;179
6407;137
6408;142
6409;208
6410;138
6411;133
6412;137
6413;194
6414;122
6415;135
6416;218
6417;105
6418;86
6419;136
6420;101
6421;128
6422;120
6423;122
6424;128
6425;139
6426;155
6427;131
6428;160
6429;187
6430;204
6431;149
6432;137
6433;163
6434;103
6435;127
6436;164
6437;142
6438;93
6439;114
6440;133
6441;123
6442;156
6443;138
6444;144
6445;224
6446;151
6447;123
6448;123
6449;80
6450;112
6451;132
6452;152
6453;100
6454;141
6455;192
6456;178
6457;138
6458;174
6459;126
6460;90
6461;95
6462;76
6463;74
6464;91
6465;41
6466;27
6467;27
6468;24
6469;79
6470;113
6471;120
6472;103
6473;132
6474;164
6475;132
6476;216
6477;197
6478;148
6479;99
6480;129
6481;128
6482;128
6483;171
6484;116
6485;121
6486;151
6487;146
6488;129
6489;124
6490;127
6491;125
6492;108
6493;108
6494;130
6495;119
6496;121
6497;174
6498;174
6499;174
6500;201
6501;220
6502;181
6503;227
6504;206
6505;181
6506;145
6507;145
6508;167
6509;154
6510;125
6511;180
6512;143
6513;137
6514;137
6515;131
6516;132
6517;215
6518;191
6519;179
6520;137
6521;115
6522;124
6523;139
6524;143
6525;143
6526;166
6527;143
6528;126
6529;170
6530;161
6531;142
6532;190
6533;193
6534;196
6535;201
6536;118
6537;192
6538;128
6539;113
6540;114
6541;161
6542;167
6543;131
6544;122
6545;179
6546;119
6547;143
6548;138
6549;152
6550;122
6551;153
6552;200
6553;200
6554;137
6555;162
6556;146
6557;146
6558;190
6559;127
6560;114
6561;171
6562;132
6563;144
6564;144
6565;186
6566;140
6567;179
6568;141
6569;151
6570;157
6571;147
6572;151
6573;157
6574;160
6575;159
6576;194
6577;161
6578;197
6579;186
6580;169
6581;169
6582;187
6583;168
6584;224
6585;171
6586;185
6587;168
6588;193
6589;194
6590;162
6591;202
6592;202
6593;181
6594;174
6595;170
6596;170
6597;143
6598;195
6599;153
6600;136
6601;156
6602;183
6603;121
6604;88
6605;81
6606;83
6607;44
6608;25
6609;10
6610;8
6611;3
6612;3
6613;11
6614;37
6615;35
6616;47
6617;87
6618;141
6619;166
6620;143
6621;72
6622;72
6623;32
6624;48
6625;193
6626;181
6627;131
6628;161
6629;135
6630;147
6631;129
6632;211
6633;168
6634;162
6635;243
6636;236
6637;145
6638;206
6639;144
6640;147
6641;147
6642;156
6643;220
6644;228
6645;242
6646;189
6647;171
6648;127
6649;157
6650;138
6651;167
6652;167
6653;162
6654;154
6655;144
6656;144
6657;146
6658;151
6659;164
6660;172
6661;203
6662;197
6663;229
6664;202
6665;219
6666;200
6667;171
6668;214
6669;214
6670;219
6671;227
6672;203
6673;177
6674;186
6675;181
6676;211
6677;187
6678;187
6679;206
6680;169
6681;159
6682;163
6683;163
6684;109
6685;107
6686;107
6687;85
6688;132
6689;89
6690;112
6691;27
6692;52
6693;77
6694;81
6695;79
6696;296
6697;296
6698;294
6699;266
6700;175
6701;148
6702;131
6703;208
6704;203
6705;163
6706;175
6707;141
6708;199
6709;134
6710;148
6711;149
6712;153
6713;167
6714;183
6715;158
6716;201
6717;145
6718;170
6719;168
6720;124
6721;181
6722;146
6723;135
6724;183
6725;106
6726;120
6727;183
6728;124
6729;101
6730;168
6731;100
6732;148
6733;148
6734;126
6735;126
6736;209
6737;86
6738;118
6739;133
6740;133
6741;121
6742;119
6743;171
6744;139
6745;142
6746;124
6747;124
6748;198
6749;144
6750;160
6751;155
6752;117
6753;169
6754;148
6755;153
6756;140
6757;127
6758;188
6759;141
6760;129
6761;139
6762;154
6763;154
6764;143
6765;143
6766;138
6767;201
6768;164
6769;104
6770;165
6771;127
6772;127
6773;136
6774;139
6775;169
6776;162
6777;167
6778;158
6779;136
6780;170
6781;161
6782;168
6783;185
6784;190
6785;177
6786;203
6787;203
6788;164
6789;129
6790;159
6791;169
6792;143
6793;167
6794;140
6795;199
6796;148
6797;161
6798;186
6799;148
6800;155
6801;155
6802;182
6803;178
6804;153
6805;160
6806;155
6807;151
6808;151
6809;146
6810;153
6811;219
6812;153
6813;194
6814;194
6815;141
6816;163
6817;153
6818;131
6819;135
6820;157
6821;129
6822;146
6823;154
6824;153
6825;171
6826;171
6827;150
6828;167
6829;137
6830;147
6831;156
6832;153
6833;126
6834;158
6835;154
6836;142
6837;162
6838;147
6839;147
6840;180
6841;195
6842;182
6843;207
6844;166
6845;170
6846;202
6847;179
6848;196
6849;183
6850;187
6851;152
6852;144
6853;150
6854;143
6855;133
6856;148
6857;143
6858;189
6859;151
6860;126
6861;153
6862;131
6863;147
6864;194
6865;164
6866;187
6867;187
6868;153
6869;187
6870;180
6871;156
6872;169
6873;130
6874;176
6875;133
6876;166
6877;166
6878;152
6879;152
6880;202
6881;157
6882;152
6883;142
6884;168
6885;162
6886;153
6887;126
6888;139
6889;180
6890;193
6891;193
6892;173
6893;129
6894;128
6895;199
6896;144
6897;118
6898;157
6899;158
6900;175
6901;207
6902;136
6903;121
6904;125
6905;145
6906;132
6907;157
6908;142
6909;175
6910;133
6911;146
6912;116
6913;133
6914;122
6915;180
6916;169
6917;141
6918;141
6919;218
6920;172
6921;120
6922;109
6923;175
6924;209
6925;161
6926;154
6927;154
6928;141
6929;195
6930;151
6931;197
6932;168
6933;188
6934;174
6935;167
6936;147
6937;147
6938;119
6939;126
6940;147
6941;142
6942;142
6943;151
6944;189
6945;147
6946;160
6947;160
6948;139
6949;152
6950;159
6951;124
6952;124
6953;153
6954;135
6955;126
6956;202
6957;124
6958;149
6959;128
6960;166
6961;159
6962;159
6963;135
6964;122
6965;142
6966;144
6967;142
6968;142
6969;141
6970;149
6971;138
6972;176
6973;139
6974;147
6975;170
6976;134
6977;122
6978;154
6979;159
6980;146
6981;195
6982;156
6983;156
6984;149
6985;169
6986;126
6987;138
6988;171
6989;172
6990;126
6991;101
6992;137
6993;165
6994;135
6995;125
6996;138
6997;152
6998;137
6999;174
7000;153
7001;153
7002;172
7003;203
7004;146
7005;136
7006;136
7007;196
7008;188
7009;118
7010;138
7011;192
7012;137
7013;99
7014;99
7015;154
7016;163
7017;157
7018;162
7019;162
7020;178
7021;127
7022;200
7023;137
7024;193
7025;160
7026;232
7027;173
7028;137
7029;206
7030;177
7031;219
7032;190
7033;165
7034;182
7035;211
7036;141
7037;156
7038;128
7039;166
7040;170
7041;156
7042;203
7043;196
7044;162
7045;156
7046;173
7047;152
7048;141
7049;193
7050;132
7051;141
7052;148
7053;150
7054;167
7055;156
7056;133
7057;127
7058;117
7059;157
7060;146
7061;128
7062;126
7063;133
7064;129
7065;117
7066;143
7067;136
7068;118
7069;112
7070;115
7071;158
7072;97
7073;104
7074;183
7075;164
7076;135
7077;114
7078;178
7079;113
7080;121
7081;128
7082;128
7083;126
7084;165
7085;114
7086;117
7087;164
7088;128
7089;118
7090;127
7091;168
7092;134
7093;117
7094;145
7095;96
7096;124
7097;150
7098;175
7099;175
7100;108
7101;108
7102;122
7103;122
7104;130
7105;154
7106;142
7107;129
7108;116
7109;116
7110;148
7111;109
7112;136
7113;149
7114;128
7115;169
7116;169
7117;158
7118;130
7119;147
7120;134
7121;149
7122;141
7123;177
7124;151
7125;132
7126;133
7127;121
7128;157
7129;127
7130;115
7131;114
7132;170
7133;141
7134;125
7135;182
7136;116
7137;114
7138;114
7139;131
7140;202
7141;178
7142;165
7143;184
7144;161
7145;128
7146;151
7147;166
7148;156
7149;123
7150;176
7151;147
7152;173
7153;150
7154;127
7155;114
7156;111
7157;159
7158;149
7159;101
7160;174
7161;132
7162;135
7163;145
7164;121
7165;121
7166;188
7167;125
7168;116
7169;165
7170;142
7171;120
7172;142
7173;130
7174;155
7175;140
7176;140
7177;142
7178;143
7179;149
7180;147
7181;132
7182;110
7183;142
7184;143
7185;163
7186;150
7187;154
7188;145
7189;139
7190;132
7191;169
7192;169
7193;143
7194;130
7195;130
7196;164
7197;120
7198;167
7199;181
7200;174
7201;123
7202;101
7203;128
7204;156
7205;116
7206;138
7207;138
7208;116
7209;117
7210;117
7211;143
7212;112
7213;153
7214;153
7215;67
7216;84
7217;114
7218;119
7219;113
7220;108
7221;143
7222;155
7223;155
7224;155
7225;168
7226;149
7227;147
7228;147
7229;161
7230;190
7231;161
7232;180
7233;174
7234;167
7235;178
7236;180
7237;169
7238;181
7239;181
7240;163
7241;180
7242;191
7243;183
7244;129
7245;166
7246;169
7247;142
7248;119
7249;102
7250;107
7251;144
7252;148
7253;116
7254;141
7255;119
7256;110
7257;101
7258;85
7259;73
7260;52
7261;78
7262;50
7263;54
7264;56
7265;52
7266;46
7267;45
7268;42
7269;42
7270;39
7271;50
7272;36
7273;42
7274;93
7275;74
7276;102
7277;125
7278;95
7279;108
7280;94
7281;113
7282;133
7283;111
7284;117
7285;115
7286;137
7287;135
7288;132
7289;174
7290;138
7291;112
7292;133
7293;97
7294;83
7295;117
7296;114
7297;172
7298;169
7299;169
7300;110
7301;134
7302;199
7303;139
7304;138
7305;158
7306;156
7307;156
7308;141
7309;174
7310;143
7311;200
7312;171
7313;207
7314;207
7315;176
7316;190
7317;134
7318;155
7319;143
7320;170
7321;153
7322;224
7323;224
7324;190
7325;162
7326;176
7327;156
7328;156
7329;172
7330;133
7331;150
7332;181
7333;147
7334;132
7335;145
7336;133
7337;154
7338;162
7339;157
7340;163
7341;162
7342;170
7343;171
7344;149
7345;170
7346;157
7347;182
7348;151
7349;189
7350;192
7351;195
7352;148
7353;242
7354;181
7355;236
7356;163
7357;198
7358;195
7359;158
7360;215
7361;215
7362;157
7363;249
7364;222
7365;146
7366;178
7367;151
7368;151
7369;169
7370;169
7371;123
7372;147
7373;173
7374;127
7375;127
7376;97
7377;120
7378;156
7379;149
7380;146
7381;129
7382;142
7383;162
7384;150
7385;160
7386;160
7387;152
7388;161
7389;161
7390;222
7391;114
7392;109
7393;94
7394;138
7395;155
7396;177
7397;195
7398;153
7399;178
7400;162
7401;132
7402;110
7403;186
7404;115
7405;91
7406;140
7407;131
7408;145
7409;134
7410;145
7411;133
7412;120
7413;118
7414;142
7415;131
7416;130
7417;135
7418;131
7419;175
7420;171
7421;160
7422;164
7423;168
7424;208
7425;169
7426;157
7427;163
7428;159
7429;164
7430;158
7431;149
7432;184
7433;186
7434;177
7435;155
7436;188
7437;189
7438;180
7439;185
7440;228
7441;203
7442;198
7443;185
7444;215
7445;199
7446;201
7447;188
7448;182
7449;167
7450;173
7451;173
7452;188
7453;188
7454;176
7455;156
7456;189
7457;177
7458;208
7459;162
7460;195
7461;209
7462;136
7463;194
7464;221
7465;185
7466;174
7467;188
7468;186
7469;193
7470;193
7471;161
7472;150
7473;203
7474;164
7475;210
7476;193
7477;164
7478;212
7479;209
7480;178
7481;214
7482;159
7483;159
7484;161
7485;177
7486;142
7487;151
7488;170
7489;154
7490;187
7491;170
7492;177
7493;207
7494;173
7495;153
7496;194
7497;138
7498;201
7499;148
7500;171
7501;122
7502;182
7503;135
7504;183
7505;204
7506;218
7507;155
7508;193
7509;158
7510;162
7511;146
7512;167
7513;173
7514;173
7515;165
7516;174
7517;176
7518;168
7519;168
7520;146
7521;206
7522;135
7523;144
7524;166
7525;196
7526;176
7527;156
7528;181
7529;165
7530;153
7531;153
7532;195
7533;190
7534;185
7535;185
7536;167
7537;164
7538;149
7539;170
7540;173
7541;179
7542;178
7543;197
7544;176
7545;192
7546;169
7547;174
7548;197
7549;171
7550;207
7551;178
7552;218
7553;212
7554;162
7555;201
7556;186
7557;161
7558;206
7559;180
7560;176
7561;194
7562;182
7563;184
7564;181
7565;203
7566;201
7567;206
7568;185
7569;162
7570;184
7571;176
7572;181
7573;196
7574;182
7575;187
7576;199
7577;189
7578;193
7579;182
7580;186
7581;183
7582;181
7583;184
7584;187
7585;182
7586;181
7587;181
7588;181
7589;184
7590;211
7591;181
7592;150
7593;185
7594;185
7595;186
7596;166
7597;171
7598;171
7599;175
7600;183
7601;183
7602;170
7603;187
7604;162
7605;206
7606;204
7607;176
7608;180
7609;170
7610;172
7611;184
7612;185
7613;178
7614;163
7615;157
7616;193
7617;168
7618;170
7619;170
7620;156
7621;179
7622;162
7623;162
7624;161
7625;179
7626;178
7627;161
7628;177
7629;196
7630;170
7631;161
7632;148
7633;149
7634;148
7635;164
7636;233
7637;246
7638;222
7639;172
7640;249
7641;201
7642;160
7643;220
7644;170
7645;193
7646;172
7647;158
7648;179
7649;191
7650;159
7651;174
7652;184
7653;160
7654;187
7655;137
7656;115
7657;141
7658;151
7659;166
7660;133
7661;133
7662;185
7663;125
7664;184
7665;123
7666;146
7667;104
7668;104
7669;91
7670;69
7671;86
7672;163
7673;77
7674;67
7675;84
7676;65
7677;75
7678;73
7679;132
7680;93
7681;137
7682;125
7683;168
7684;95
7685;127
7686;146
7687;81
7688;119
7689;103
7690;43
7691;43
7692;63
7693;40
7694;18
7695;15
7696;2
7697;1
7698;1
7699;1
7700;0
7701;0
7702;0
7703;0
7704;62
7705;58
7706;22
7707;34
7708;45
7709;23
7710;25
7711;0
7712;0
7713;0
7714;0
7715;0
7716;0
7717;0
7718;0
7719;0
7720;0
7721;0
7722;0
7723;0
7724;0
7725;0
7726;0
7727;0
7728;0
7729;0
7730;0
7731;0
7732;0
7733;0
7734;0
7735;0
7736;0
7737;0
7738;0
7739;0
7740;0
7741;0
7742;0
7743;0
7744;0
7745;0
7746;1
7747;67
7748;122
7749;40
7750;2
7751;76
7752;113
7753;94
7754;187
7755;195
7756;133
7757;146
7758;156
7759;156
7760;202
7761;168
7762;170
7763;117
7764;92
7765;111
7766;179
7767;156
7768;159
7769;155
7770;185
7771;154
7772;134
7773;129
7774;170
7775;138
7776;169
7777;100
7778;151
7779;132
7780;126
7781;169
7782;176
7783;224
7784;187
7785;166
7786;148
7787;121
7788;215
7789;170
7790;157
7791;131
7792;131
7793;148
7794;128
7795;125
7796;141
7797;144
7798;163
7799;146
7800;147
7801;143
