s;w
14454;244
14455;246
14456;173
14457;173
14458;206
14459;181
14460;163
14461;137
14462;139
14463;165
14464;143
14465;192
14466;142
14467;142
14468;118
14469;162
14470;149
14471;173
14472;165
14473;176
14474;179
14475;225
14476;188
14477;138
14478;138
14479;188
14480;150
14481;166
14482;221
14483;159
14484;123
14485;168
14486;168
14487;119
14488;197
14489;178
14490;128
14491;178
14492;127
14493;175
14494;151
14495;153
14496;177
14497;109
14498;161
14499;144
14500;142
14501;148
14502;150
14503;135
14504;139
14505;143
14506;158
14507;143
14508;143
14509;143
14510;158
14511;152
14512;121
14513;164
14514;122
14515;148
14516;175
14517;156
14518;154
14519;150
14520;165
14521;144
14522;154
14523;173
14524;138
14525;154
14526;154
14527;149
14528;141
14529;165
14530;151
14531;151
14532;160
14533;145
14534;154
14535;151
14536;146
14537;141
14538;141
14539;134
14540;136
14541;139
14542;155
14543;129
14544;148
14545;156
14546;137
14547;139
14548;148
14549;150
14550;150
14551;143
14552;141
14553;140
14554;128
14555;147
14556;138
14557;138
14558;116
14559;180
14560;177
14561;155
14562;172
14563;172
14564;130
14565;152
14566;167
14567;170
14568;170
14569;161
14570;152
14571;174
14572;144
14573;144
14574;143
14575;160
14576;141
14577;189
14578;165
14579;151
14580;211
14581;150
14582;129
14583;179
14584;133
14585;129
14586;141
14587;148
14588;138
14589;167
14590;145
14591;151
14592;126
14593;136
14594;159
14595;165
14596;174
14597;144
14598;137
14599;151
14600;161
14601;122
14602;169
14603;169
14604;194
14605;128
14606;128
14607;210
14608;153
14609;146
14610;172
14611;138
14612;134
14613;159
14614;159
14615;144
14616;127
14617;180
14618;138
14619;138
14620;132
14621;149
14622;127
14623;148
14624;139
14625;152
14626;152
14627;168
14628;170
14629;122
14630;175
14631;141
14632;160
14633;160
14634;128
14635;166
14636;146
14637;146
14638;146
14639;158
14640;143
14641;160
14642;158
14643;139
14644;179
14645;145
14646;152
14647;144
14648;141
14649;124
14650;201
14651;156
14652;143
14653;148
14654;142
14655;152
14656;149
14657;155
14658;143
14659;155
14660;136
14661;158
14662;161
14663;166
14664;197
14665;171
14666;163
14667;179
14668;167
14669;153
14670;153
14671;198
14672;152
14673;175
14674;175
14675;135
14676;160
14677;168
14678;145
14679;138
14680;154
14681;188
14682;143
14683;172
14684;154
14685;197
14686;140
14687;170
14688;204
14689;138
14690;138
14691;189
14692;121
14693;138
14694;138
14695;138
14696;124
14697;172
14698;129
14699;155
14700;155
14701;206
14702;145
14703;129
14704;177
14705;167
14706;127
14707;212
14708;180
14709;126
14710;203
14711;141
14712;141
14713;158
14714;175
14715;144
14716;124
14717;207
14718;120
14719;90
14720;72
14721;148
14722;159
14723;136
14724;153
14725;154
14726;81
14727;89
14728;149
14729;141
14730;155
14731;144
14732;144
14733;153
14734;155
14735;185
14736;155
14737;148
14738;139
14739;134
14740;125
14741;139
14742;152
14743;138
14744;196
14745;168
14746;165
14747;172
14748;148
14749;185
14750;123
14751;123
14752;158
14753;169
14754;129
14755;129
14756;122
14757;134
14758;141
14759;139
14760;139
14761;141
14762;124
14763;98
14764;107
14765;167
14766;167
14767;142
14768;142
14769;101
14770;117
14771;146
14772;121
14773;122
14774;161
14775;121
14776;176
14777;183
14778;169
14779;120
14780;160
14781;125
14782;137
14783;206
14784;168
14785;172
14786;164
14787;222
14788;145
14789;176
14790;160
14791;126
14792;172
14793;103
14794;173
14795;144
14796;126
14797;140
14798;148
14799;154
14800;196
14801;157
14802;182
14803;148
14804;207
14805;146
14806;116
14807;189
14808;140
14809;140
14810;208
14811;141
14812;195
14813;195
14814;156
14815;125
14816;214
14817;159
14818;177
14819;204
14820;82
14821;118
14822;176
14823;176
14824;117
14825;146
14826;172
14827;112
14828;135
14829;197
14830;135
14831;162
14832;212
14833;149
14834;153
14835;130
14836;185
14837;141
14838;148
14839;140
14840;180
14841;204
14842;173
14843;140
14844;89
14845;104
14846;0
14847;0
14848;0
14849;0
14850;2
14851;0
14852;0
14853;0
14854;0
14855;0
14856;25
14857;106
14858;106
14859;175
14860;175
14861;223
14862;223
14863;234
14864;234
14865;169
14866;188
14867;177
14868;173
14869;154
14870;134
14871;145
14872;151
14873;151
14874;157
14875;140
14876;140
14877;167
14878;153
14879;223
14880;160
14881;156
14882;156
14883;162
14884;130
14885;161
14886;140
14887;159
14888;148
14889;177
14890;208
14891;169
14892;150
14893;169
14894;178
14895;131
14896;146
14897;159
14898;146
14899;134
14900;158
14901;166
14902;139
14903;154
14904;122
14905;139
14906;171
14907;128
14908;159
14909;171
14910;145
14911;137
14912;188
14913;147
14914;136
14915;146
14916;128
14917;167
14918;145
14919;158
14920;129
14921;167
14922;130
14923;194
14924;194
14925;131
14926;102
14927;92
14928;88
14929;46
14930;79
14931;81
14932;87
14933;91
14934;58
14935;108
14936;116
14937;157
14938;159
14939;166
14940;168
14941;147
14942;129
14943;88
14944;54
14945;74
14946;127
14947;146
14948;96
14949;153
14950;165
14951;165
14952;141
14953;100
14954;156
14955;185
14956;189
14957;168
14958;166
14959;161
14960;155
14961;123
14962;172
14963;153
14964;140
14965;140
14966;170
14967;128
14968;197
14969;197
14970;184
14971;140
14972;194
14973;130
14974;133
14975;178
14976;145
14977;141
14978;168
14979;125
14980;121
14981;185
14982;140
14983;160
14984;134
14985;154
14986;120
14987;186
14988;141
14989;115
14990;164
14991;130
14992;128
14993;156
14994;147
14995;153
14996;175
14997;179
14998;151
14999;192
15000;146
15001;148
15002;164
15003;169
15004;159
15005;162
15006;138
15007;135
15008;155
15009;140
15010;172
15011;140
15012;200
15013;144
15014;166
15015;165
15016;135
15017;156
15018;188
15019;153
15020;127
15021;147
15022;199
15023;135
15024;133
15025;163
15026;156
15027;164
15028;129
15029;129
15030;137
15031;172
15032;151
15033;185
15034;130
15035;109
15036;157
15037;132
15038;146
15039;146
15040;135
15041;115
15042;175
15043;143
15044;172
15045;169
15046;121
15047;172
15048;150
15049;162
15050;144
15051;134
15052;144
15053;145
15054;126
15055;170
15056;131
15057;131
15058;108
15059;169
15060;119
15061;115
15062;186
15063;164
15064;123
15065;133
15066;132
15067;153
15068;147
15069;127
15070;207
15071;176
15072;154
15073;123
15074;119
15075;162
15076;130
15077;167
15078;126
15079;207
15080;136
15081;186
15082;185
15083;137
15084;159
15085;188
15086;155
15087;154
15088;161
15089;191
15090;132
15091;152
15092;163
15093;174
15094;132
15095;179
15096;179
15097;133
15098;134
15099;141
15100;141
15101;149
15102;153
15103;153
15104;169
15105;145
15106;179
15107;179
15108;145
15109;134
15110;131
15111;187
15112;174
15113;141
15114;139
15115;139
15116;159
15117;180
15118;138
15119;137
15120;138
15121;147
15122;154
15123;140
15124;152
15125;131
15126;137
15127;159
15128;149
15129;123
15130;152
15131;142
15132;144
15133;142
15134;139
15135;157
15136;193
15137;124
15138;153
15139;175
15140;161
15141;207
15142;147
15143;136
15144;178
15145;152
15146;166
15147;191
15148;178
15149;142
15150;188
15151;157
15152;128
15153;146
15154;163
15155;128
15156;156
15157;159
15158;148
15159;158
15160;168
15161;162
15162;145
15163;165
15164;155
15165;171
15166;157
15167;116
15168;136
15169;178
15170;143
15171;149
15172;148
15173;165
15174;155
15175;172
15176;146
15177;149
15178;171
15179;171
15180;171
15181;138
15182;158
15183;133
15184;131
15185;179
15186;175
15187;175
15188;144
15189;128
15190;145
15191;164
15192;138
15193;191
15194;139
15195;139
15196;183
15197;156
15198;143
15199;156
15200;167
15201;159
15202;161
15203;130
15204;170
15205;118
15206;169
15207;169
15208;158
15209;157
15210;197
15211;188
15212;162
15213;212
15214;173
15215;169
15216;200
15217;156
15218;185
15219;102
15220;62
15221;46
15222;33
15223;59
15224;31
15225;31
15226;6
15227;0
15228;0
15229;0
15230;0
15231;0
15232;0
15233;23
15234;53
15235;4
15236;4
15237;4
15238;88
15239;132
15240;132
15241;158
15242;247
15243;257
15244;176
15245;185
15246;162
15247;162
15248;114
15249;140
15250;134
15251;150
15252;130
15253;154
15254;163
15255;167
15256;151
15257;146
15258;146
15259;158
15260;158
15261;148
15262;156
15263;179
15264;183
15265;178
15266;150
15267;159
15268;171
15269;158
15270;159
15271;178
15272;147
15273;155
15274;184
15275;144
15276;153
15277;153
15278;185
15279;171
15280;197
15281;154
15282;123
15283;133
15284;187
15285;145
15286;199
15287;150
15288;142
15289;103
15290;103
15291;108
15292;86
15293;78
15294;72
15295;114
15296;130
15297;121
15298;115
15299;133
15300;138
15301;136
15302;125
15303;86
15304;70
15305;162
15306;197
15307;199
15308;189
15309;172
15310;170
15311;176
15312;169
15313;142
15314;131
15315;180
15316;199
15317;239
15318;135
15319;188
15320;144
15321;127
15322;150
15323;140
15324;141
15325;141
15326;139
15327;139
15328;143
15329;153
15330;120
15331;148
15332;144
15333;187
15334;165
15335;198
15336;133
15337;133
15338;184
15339;143
15340;117
15341;154
15342;160
15343;137
15344;149
15345;140
15346;147
15347;158
15348;180
15349;180
15350;161
15351;166
15352;136
15353;136
15354;183
15355;160
15356;133
15357;170
15358;142
15359;145
15360;149
15361;181
15362;131
15363;133
15364;144
15365;184
15366;184
15367;131
15368;167
15369;125
15370;125
15371;159
15372;159
15373;86
15374;146
15375;174
15376;149
15377;134
15378;136
15379;144
15380;121
15381;196
15382;164
15383;142
15384;145
15385;145
15386;182
15387;134
15388;134
15389;124
15390;135
15391;151
15392;142
15393;140
15394;140
15395;149
15396;125
15397;153
15398;155
15399;122
15400;122
15401;157
15402;131
15403;154
15404;150
15405;140
15406;157
15407;140
15408;125
15409;117
15410;176
15411;160
15412;143
15413;114
15414;104
15415;148
15416;144
15417;143
15418;143
15419;150
15420;153
15421;126
15422;131
15423;140
15424;158
15425;159
15426;172
15427;139
15428;139
15429;179
15430;169
15431;145
15432;115
15433;153
15434;151
15435;159
15436;170
15437;189
15438;148
15439;149
15440;158
15441;136
15442;136
15443;138
15444;153
15445;131
15446;131
15447;132
15448;160
15449;140
15450;119
15451;95
15452;133
15453;183
15454;148
15455;190
15456;146
15457;137
15458;148
15459;207
15460;135
15461;118
15462;169
15463;131
15464;131
15465;169
15466;116
15467;124
15468;124
15469;124
15470;136
15471;156
15472;133
15473;122
15474;161
15475;104
15476;106
15477;140
15478;159
15479;130
15480;112
15481;138
15482;121
15483;137
15484;137
15485;104
15486;120
15487;120
15488;170
15489;170
15490;168
15491;163
15492;131
15493;139
15494;153
15495;109
15496;149
15497;133
15498;174
15499;109
15500;117
15501;138
15502;113
15503;168
15504;123
15505;115
15506;119
15507;123
15508;142
15509;151
15510;157
15511;134
15512;132
15513;173
15514;175
15515;166
15516;161
15517;131
15518;120
15519;165
15520;134
15521;139
15522;139
15523;140
15524;128
15525;120
15526;135
15527;118
15528;141
15529;141
15530;164
15531;137
15532;98
15533;105
15534;132
15535;148
15536;161
15537;147
15538;151
15539;151
15540;153
15541;160
15542;149
15543;182
15544;180
15545;158
15546;158
15547;119
15548;132
15549;122
15550;116
15551;168
15552;152
15553;158
15554;135
15555;144
15556;113
15557;155
15558;164
15559;138
15560;120
15561;141
15562;141
15563;126
15564;141
15565;161
15566;127
15567;127
15568;160
15569;171
15570;170
15571;142
15572;149
15573;146
15574;135
15575;168
15576;187
15577;160
15578;132
15579;161
15580;187
15581;146
15582;146
15583;145
15584;144
15585;134
15586;180
15587;180
15588;131
15589;135
15590;133
15591;138
15592;155
15593;138
15594;137
15595;104
15596;143
15597;137
15598;111
15599;145
15600;118
15601;118
15602;139
15603;145
15604;124
15605;142
15606;139
15607;124
15608;135
15609;152
15610;134
15611;114
15612;160
15613;123
15614;120
15615;135
15616;137
15617;109
15618;129
15619;151
15620;135
15621;156
15622;169
15623;143
15624;140
15625;130
15626;172
15627;160
15628;158
15629;181
15630;159
15631;133
15632;197
15633;147
15634;131
15635;138
15636;139
15637;145
15638;191
15639;141
15640;143
15641;154
15642;165
15643;165
15644;160
15645;129
15646;170
15647;141
15648;123
15649;170
15650;141
15651;134
15652;134
15653;184
15654;122
15655;122
15656;174
15657;109
15658;102
15659;112
15660;134
15661;134
15662;118
15663;156
15664;121
15665;121
15666;137
15667;140
15668;120
15669;131
15670;149
15671;149
15672;93
15673;149
15674;132
15675;160
15676;158
15677;165
15678;152
15679;150
15680;152
15681;175
15682;175
15683;155
15684;175
15685;156
15686;190
15687;168
15688;163
15689;163
15690;164
15691;158
15692;157
15693;164
15694;155
15695;153
15696;154
15697;165
15698;194
15699;194
15700;173
15701;190
15702;187
15703;144
15704;130
15705;132
15706;149
15707;170
15708;180
15709;192
15710;190
15711;182
15712;176
15713;142
15714;150
15715;173
15716;136
15717;171
15718;159
15719;143
15720;161
15721;151
15722;146
15723;150
15724;157
15725;157
15726;117
15727;147
15728;152
15729;155
15730;182
15731;142
15732;121
15733;154
15734;132
15735;125
15736;125
15737;144
15738;165
15739;123
15740;177
15741;152
15742;143
15743;134
15744;129
15745;130
15746;132
15747;180
15748;141
15749;164
15750;147
15751;147
15752;159
15753;115
15754;116
15755;117
15756;117
15757;148
15758;179
15759;173
15760;156
15761;112
15762;102
15763;82
15764;83
15765;125
15766;163
15767;161
15768;165
15769;124
15770;162
15771;119
15772;155
15773;141
15774;185
15775;145
15776;178
15777;175
15778;141
15779;95
15780;136
15781;138
15782;132
15783;124
15784;111
15785;144
15786;123
15787;116
15788;133
15789;121
15790;100
15791;128
15792;111
15793;129
15794;144
15795;120
15796;117
15797;116
15798;141
15799;112
15800;90
15801;157
15802;162
15803;116
15804;164
15805;104
15806;96
15807;88
15808;131
15809;183
15810;183
15811;152
15812;137
15813;135
15814;153
15815;82
15816;103
15817;136
15818;207
15819;155
15820;174
15821;131
15822;185
15823;94
15824;112
15825;129
15826;172
15827;85
15828;151
15829;107
15830;172
15831;150
15832;114
15833;91
15834;132
15835;140
15836;119
15837;114
15838;116
15839;139
15840;129
15841;132
15842;118
15843;114
15844;135
15845;123
15846;123
15847;146
15848;107
15849;157
15850;134
15851;143
15852;149
15853;172
15854;179
15855;164
15856;144
15857;163
15858;163
15859;142
15860;145
15861;138
15862;169
15863;196
15864;180
15865;158
15866;175
15867;163
15868;153
15869;141
15870;134
15871;155
15872;183
15873;149
15874;134
15875;147
15876;165
15877;133
15878;182
15879;162
15880;129
15881;143
15882;141
15883;132
15884;132
15885;143
15886;164
15887;120
15888;149
15889;126
15890;140
15891;121
15892;160
15893;148
15894;148
15895;110
15896;180
15897;135
15898;177
15899;179
15900;143
15901;143
15902;118
15903;164
15904;172
15905;154
15906;223
15907;218
15908;213
15909;213
15910;208
15911;172
15912;215
15913;193
15914;123
15915;111
15916;186
15917;186
15918;146
15919;130
15920;132
15921;113
15922;193
15923;145
15924;123
15925;144
15926;128
15927;156
15928;164
15929;145
15930;149
15931;150
15932;151
15933;153
15934;156
15935;156
15936;187
15937;166
15938;203
15939;188
15940;183
15941;181
15942;203
15943;177
15944;182
15945;183
15946;184
15947;190
15948;150
15949;98
15950;224
15951;140
15952;140
15953;136
15954;136
15955;132
15956;170
15957;129
15958;86
15959;99
15960;124
15961;118
15962;107
15963;89
15964;47
15965;39
15966;20
15967;3
15968;5
15969;19
15970;28
15971;49
15972;29
15973;29
15974;78
15975;126
15976;156
15977;129
15978;129
15979;130
15980;110
15981;124
15982;108
15983;111
15984;129
15985;90
15986;91
15987;85
15988;102
15989;100
15990;100
15991;111
15992;108
15993;120
15994;119
15995;128
15996;132
15997;132
15998;134
15999;167
16000;112
16001;111
16002;121
16003;121
16004;118
16005;124
16006;114
16007;143
16008;133
16009;133
16010;144
16011;131
16012;146
16013;128
16014;128
16015;121
16016;163
16017;147
16018;124
16019;159
16020;122
16021;163
16022;195
16023;217
16024;217
16025;183
16026;196
16027;196
16028;221
16029;221
16030;209
16031;187
16032;192
16033;192
16034;200
16035;194
16036;197
16037;217
16038;196
16039;191
16040;205
16041;166
16042;180
16043;188
16044;188
16045;99
16046;156
16047;167
16048;180
16049;191
16050;144
16051;118
16052;182
16053;177
16054;113
16055;177
16056;125
16057;88
16058;76
16059;153
16060;112
16061;115
16062;106
16063;120
16064;142
16065;116
16066;132
16067;153
16068;148
16069;123
16070;148
16071;123
16072;120
16073;134
16074;134
16075;128
16076;138
16077;156
16078;150
16079;150
16080;141
16081;141
16082;156
16083;156
16084;185
16085;144
16086;157
16087;125
16088;122
16089;101
16090;101
16091;157
16092;98
16093;83
16094;64
16095;100
16096;100
16097;62
16098;95
16099;79
16100;69
16101;75
16102;61
16103;61
16104;112
16105;151
16106;218
16107;229
16108;209
16109;127
16110;127
16111;191
16112;229
16113;190
16114;168
16115;119
16116;121
16117;149
16118;207
16119;105
16120;105
16121;121
16122;124
16123;115
16124;162
16125;103
16126;127
16127;112
16128;152
16129;117
16130;139
16131;130
16132;102
16133;154
16134;207
16135;175
16136;141
16137;187
16138;187
16139;134
16140;240
16141;172
16142;142
16143;120
16144;148
16145;175
16146;210
16147;229
16148;127
16149;149
16150;205
16151;149
16152;147
16153;147
16154;191
16155;183
16156;165
16157;165
16158;159
16159;159
16160;207
16161;169
16162;156
16163;152
16164;171
16165;220
16166;171
16167;171
16168;160
16169;160
16170;128
16171;164
16172;172
16173;164
16174;158
16175;195
16176;154
16177;131
16178;160
16179;182
16180;182
16181;139
16182;161
16183;158
16184;164
16185;216
16186;173
16187;150
16188;137
16189;167
16190;157
16191;141
16192;135
16193;155
16194;155
16195;155
16196;152
16197;115
16198;165
16199;133
16200;136
16201;148
16202;140
16203;149
16204;232
16205;150
16206;211
16207;151
16208;146
16209;109
16210;151
16211;141
16212;136
16213;134
16214;125
16215;164
16216;193
16217;173
16218;154
16219;126
16220;126
16221;178
16222;208
16223;143
16224;209
16225;189
16226;178
16227;143
16228;202
16229;139
16230;115
16231;122
16232;150
16233;167
16234;167
16235;153
16236;147
16237;182
16238;159
16239;181
16240;223
16241;157
16242;132
16243;134
16244;191
16245;173
16246;97
16247;197
16248;149
16249;103
16250;143
16251;163
16252;175
16253;175
16254;172
16255;126
16256;158
16257;138
16258;187
16259;159
16260;141
16261;141
16262;150
16263;150
16264;167
16265;159
16266;127
16267;181
16268;181
16269;158
16270;156
16271;170
16272;135
16273;144
16274;179
16275;151
16276;153
16277;166
16278;157
16279;156
16280;156
16281;124
16282;131
16283;186
16284;143
16285;126
16286;145
16287;160
16288;140
16289;132
16290;217
16291;140
16292;121
16293;172
16294;125
16295;125
16296;146
16297;135
16298;133
16299;168
16300;153
16301;162
16302;162
16303;114
16304;120
16305;144
16306;144
16307;116
16308;118
16309;125
16310;134
16311;140
16312;138
16313;123
16314;145
16315;106
16316;125
16317;129
16318;156
16319;158
16320;197
16321;242
16322;184
16323;155
16324;155
16325;143
16326;168
16327;156
16328;132
16329;132
16330;153
16331;186
16332;163
16333;172
16334;183
16335;161
16336;142
16337;148
16338;138
16339;147
16340;170
16341;118
16342;142
16343;165
16344;108
16345;195
16346;171
16347;139
16348;150
16349;122
16350;176
16351;145
16352;145
16353;133
16354;163
16355;202
16356;123
16357;123
16358;172
16359;143
16360;136
16361;136
16362;196
16363;119
16364;127
16365;146
16366;115
16367;149
16368;154
16369;154
16370;122
16371;122
16372;142
16373;133
16374;155
16375;147
16376;178
16377;168
16378;109
16379;136
16380;200
16381;204
16382;180
16383;137
16384;159
16385;122
16386;149
16387;182
16388;125
16389;167
16390;130
16391;145
16392;145
16393;143
16394;143
16395;134
16396;95
16397;102
16398;81
16399;109
16400;107
16401;107
16402;71
16403;27
16404;45
16405;70
16406;130
16407;130
16408;147
16409;163
16410;136
16411;157
16412;129
16413;124
16414;85
16415;120
16416;140
16417;184
16418;173
16419;184
16420;184
16421;179
16422;146
16423;159
16424;146
16425;141
16426;122
16427;122
16428;134
16429;141
16430;193
16431;157
16432;93
16433;72
16434;105
16435;148
16436;134
16437;136
16438;96
16439;138
16440;138
16441;174
16442;139
16443;151
16444;137
16445;119
16446;184
16447;116
16448;174
16449;89
16450;156
16451;115
16452;154
16453;134
16454;134
16455;144
16456;117
16457;112
16458;103
16459;116
16460;166
16461;172
16462;189
16463;189
16464;181
16465;146
16466;142
16467;191
16468;173
16469;173
16470;191
16471;170
16472;135
16473;135
16474;163
16475;139
16476;164
16477;177
16478;96
16479;35
16480;103
16481;127
16482;151
16483;84
16484;84
16485;93
16486;101
16487;121
16488;118
16489;150
16490;157
16491;138
16492;149
16493;125
16494;191
16495;152
16496;129
16497;139
16498;149
16499;130
16500;102
16501;112
16502;138
16503;147
16504;123
16505;124
16506;117
16507;121
16508;144
16509;123
16510;131
16511;77
16512;41
16513;152
16514;114
16515;118
16516;115
16517;136
16518;128
16519;137
16520;136
16521;148
16522;136
16523;117
16524;117
16525;114
16526;155
16527;143
16528;125
16529;123
16530;128
16531;125
16532;118
16533;126
16534;141
16535;168
16536;166
16537;152
16538;143
16539;143
16540;140
16541;134
16542;149
16543;181
16544;135
16545;114
16546;122
16547;151
16548;160
16549;139
16550;150
16551;150
16552;128
16553;126
16554;65
16555;65
16556;83
16557;94
16558;94
16559;100
16560;129
16561;101
16562;169
16563;104
16564;104
16565;119
16566;119
16567;147
16568;132
16569;132
16570;157
16571;160
16572;143
16573;161
16574;158
16575;196
16576;161
16577;201
16578;133
16579;133
16580;125
16581;135
16582;174
16583;173
16584;176
16585;134
16586;114
16587;160
16588;120
16589;134
16590;137
16591;102
16592;104
16593;116
16594;152
16595;177
16596;172
16597;193
16598;139
16599;164
16600;133
16601;141
16602;173
16603;177
16604;166
16605;163
16606;154
16607;198
16608;186
16609;169
16610;180
16611;184
16612;184
16613;188
16614;204
16615;189
16616;160
16617;195
16618;161
16619;175
16620;169
16621;135
16622;158
16623;90
16624;129
16625;53
16626;52
16627;39
16628;15
16629;17
16630;17
16631;18
16632;49
16633;50
16634;43
16635;33
16636;17
16637;65
16638;68
16639;51
16640;6
16641;6
16642;6
16643;133
16644;121
16645;71
16646;132
16647;98
16648;52
16649;108
16650;140
16651;146
16652;146
16653;127
16654;79
16655;151
16656;121
16657;125
16658;147
16659;140
16660;95
16661;109
16662;14
16663;157
16664;172
16665;162
16666;181
16667;138
16668;134
16669;165
16670;171
16671;156
16672;186
16673;190
16674;168
16675;179
16676;138
16677;156
16678;156
16679;163
16680;173
16681;159
16682;161
16683;148
16684;148
16685;149
16686;149
16687;138
16688;145
16689;164
16690;137
16691;122
16692;193
16693;158
16694;117
16695;119
16696;164
16697;124
16698;155
16699;176
16700;228
16701;177
16702;169
16703;158
16704;151
16705;131
16706;132
16707;147
16708;194
16709;220
16710;212
16711;211
16712;215
16713;217
16714;235
16715;199
16716;191
16717;162
16718;139
16719;144
16720;158
16721;135
16722;175
16723;175
16724;161
16725;200
16726;198
16727;177
16728;171
16729;171
16730;145
16731;172
16732;169
16733;112
16734;164
16735;122
16736;160
16737;120
16738;128
16739;189
16740;135
16741;102
16742;68
16743;87
16744;86
16745;106
16746;140
16747;123
16748;134
16749;78
16750;105
16751;170
16752;209
16753;209
16754;188
16755;156
16756;156
16757;141
16758;131
16759;123
16760;140
16761;116
16762;92
16763;56
16764;105
16765;97
16766;75
16767;75
16768;66
16769;96
16770;102
16771;84
16772;88
16773;94
16774;123
16775;140
16776;101
16777;120
16778;139
16779;139
16780;138
16781;140
16782;162
16783;179
16784;192
16785;224
16786;224
16787;181
16788;174
16789;154
16790;162
16791;158
16792;202
16793;182
16794;182
16795;180
16796;196
16797;208
16798;221
16799;182
16800;223
16801;223
16802;214
16803;214
16804;228
16805;225
16806;211
16807;204
16808;204
16809;196
16810;169
16811;226
16812;200
16813;165
16814;195
16815;160
16816;160
16817;184
16818;235
16819;148
16820;214
16821;205
16822;146
16823;190
16824;180
16825;190
16826;174
16827;149
16828;164
16829;139
16830;212
16831;212
16832;200
16833;200
16834;165
16835;176
16836;218
16837;173
16838;184
16839;157
16840;221
16841;174
16842;161
16843;181
16844;185
16845;184
16846;216
16847;184
16848;171
16849;164
16850;201
16851;173
16852;155
16853;207
16854;168
16855;154
16856;200
16857;156
16858;137
16859;198
16860;164
16861;124
16862;193
16863;174
16864;185
16865;272
16866;213
16867;154
16868;173
16869;200
16870;110
16871;139
16872;207
16873;161
16874;200
16875;145
16876;195
16877;197
16878;185
16879;182
16880;187
16881;173
16882;173
16883;183
16884;158
16885;185
16886;187
16887;173
16888;188
16889;176
16890;176
16891;191
16892;191
16893;180
16894;214
16895;179
16896;198
16897;178
16898;173
16899;188
16900;213
16901;166
16902;216
16903;207
16904;187
16905;187
16906;196
16907;204
16908;193
16909;193
16910;182
16911;193
16912;166
16913;167
16914;195
16915;164
16916;163
16917;194
16918;212
16919;188
16920;189
16921;198
16922;194
16923;194
16924;200
16925;191
16926;180
16927;192
16928;192
16929;179
16930;213
16931;185
16932;187
16933;203
16934;195
16935;195
16936;189
16937;171
16938;185
16939;213
16940;175
16941;204
16942;199
16943;200
16944;201
16945;186
16946;164
16947;179
16948;177
16949;180
16950;183
16951;192
16952;185
16953;194
16954;191
16955;187
16956;185
16957;198
16958;198
16959;195
16960;195
16961;193
16962;184
16963;191
16964;190
16965;184
16966;175
16967;193
16968;187
16969;188
16970;268
16971;226
16972;144
16973;160
16974;189
16975;180
16976;156
16977;155
16978;188
16979;206
16980;214
16981;219
16982;140
16983;186
16984;165
16985;144
16986;151
16987;151
16988;229
16989;161
16990;244
16991;165
16992;161
16993;128
16994;210
16995;165
16996;235
16997;215
16998;137
16999;242
17000;148
17001;167
17002;210
17003;198
17004;213
17005;247
17006;207
17007;171
17008;191
17009;128
17010;182
17011;177
17012;172
17013;156
17014;196
17015;134
17016;131
17017;133
17018;155
17019;155
17020;198
17021;168
17022;121
17023;170
17024;173
17025;152
17026;119
17027;163
17028;206
17029;206
17030;146
17031;171
17032;154
17033;193
17034;179
17035;150
17036;226
17037;159
17038;143
17039;143
17040;120
17041;149
17042;116
17043;116
17044;121
17045;99
17046;82
17047;124
17048;72
17049;72
17050;59
17051;45
17052;40
17053;31
17054;29
17055;42
17056;43
17057;28
17058;6
17059;1
17060;1
17061;1
17062;44
17063;99
17064;85
17065;128
17066;83
17067;0
17068;0
17069;0
17070;0
17071;0
17072;0
17073;0
17074;0
17075;0
17076;0
17077;0
17078;0
17079;0
17080;0
17081;0
17082;0
17083;0
17084;0
17085;0
17086;0
17087;0
17088;5
17089;37
17090;0
17091;0
17092;0
17093;0
17094;0
17095;0
17096;0
17097;1
17098;212
17099;190
17100;190
17101;230
17102;234
17103;148
17104;144
17105;153
17106;120
17107;181
17108;95
17109;186
17110;168
17111;176
17112;236
17113;144
17114;114
17115;198
17116;153
17117;127
17118;161
17119;139
17120;96
17121;126
17122;150
17123;150
17124;157
17125;247
17126;233
17127;155
17128;122
17129;125
17130;149
17131;148
17132;148
17133;160
17134;167
17135;158
17136;181
17137;193
17138;152
17139;135
17140;190
17141;177
17142;140
17143;140
17144;199
17145;144
17146;111
17147;121
17148;169
17149;131
17150;95
17151;120
17152;118
17153;119
17154;135
17155;133
17156;123
17157;117
17158;125
17159;151
17160;151
17161;139
17162;133
17163;124
17164;116
17165;121
17166;120
17167;119
17168;128
17169;124
17170;140
17171;117
17172;125
17173;134
17174;152
17175;154
17176;146
17177;144
17178;134
17179;130
17180;173
17181;130
17182;139
17183;169
17184;167
17185;156
17186;143
17187;139
17188;174
17189;174
17190;157
17191;137
17192;135
17193;129
17194;139
17195;123
17196;108
17197;133
17198;148
17199;102
17200;102
17201;130
17202;130
17203;129
17204;129
17205;119
17206;126
17207;129
17208;136
17209;127
17210;120
17211;108
17212;117
17213;130
17214;137
17215;110
17216;125
17217;125
17218;119
17219;144
17220;149
17221;129
17222;138
17223;158
17224;137
17225;120
17226;130
17227;136
17228;141
17229;115
17230;121
17231;127
17232;126
17233;139
17234;134
17235;134
17236;121
17237;134
17238;136
17239;149
17240;133
17241;148
17242;124
17243;134
17244;174
17245;144
17246;121
17247;150
17248;143
17249;121
17250;121
17251;158
17252;161
